,age,length_of_service,job_title,store_name,STATUS_YEAR,hire_age,hire_quarter,hire_year,hire_month,is_terminated,city_name_Aldergrove,city_name_Bella Bella,city_name_Blue River,city_name_Burnaby,city_name_Chilliwack,city_name_Cortes Island,city_name_Cranbrook,city_name_Dawson Creek,city_name_Dease Lake,city_name_Fort Nelson,city_name_Fort St John,city_name_Grand Forks,city_name_Haney,city_name_Kamloops,city_name_Kelowna,city_name_Langley,city_name_Nanaimo,city_name_Nelson,city_name_New Westminister,city_name_New Westminster,city_name_North Vancouver,city_name_Ocean Falls,city_name_Pitt Meadows,city_name_Port Coquitlam,city_name_Prince George,city_name_Princeton,city_name_Quesnel,city_name_Richmond,city_name_Squamish,city_name_Surrey,city_name_Terrace,city_name_Trail,city_name_Valemount,city_name_Vancouver,city_name_Vernon,city_name_Victoria,city_name_West Vancouver,city_name_White Rock,city_name_Williams Lake,department_name_Accounts Payable,department_name_Accounts Receiveable,department_name_Audit,department_name_Bakery,department_name_Compensation,department_name_Customer Service,department_name_Dairy,department_name_Employee Records,department_name_Executive,department_name_HR Technology,department_name_Information Technology,department_name_Investment,department_name_Labor Relations,department_name_Legal,department_name_Meats,department_name_Processed Foods,department_name_Produce,department_name_Recruitment,department_name_Store Management,department_name_Training,gender_short_M,BUSINESS_UNIT_STORES,STATUS_TERMINATED
age,1.0,0.9094303331526306,0.3130925652808259,-0.004068162993032769,-0.03973804433532506,0.9310082348542976,-0.010896356015075133,-0.9336388344841904,-0.010186241382338179,0.13255241791033093,-0.00401274217831071,-0.017481862850268533,-0.0022504050115519864,-0.004569886902770741,0.008708904873752312,-0.0013945853044395223,-0.015038589093098421,0.0077382790757251525,0.006011540738267027,-0.020691047722903082,-0.004912077372651462,-0.0263243773863566,-0.011102983071090769,-0.01648373284648217,0.009229878423202649,0.013981991447680921,-0.007820679723187472,-0.01315322498081965,-0.01732331618851218,-0.016436611260417577,-0.005353751069543574,0.026892433749986164,-0.006144730180083998,0.020641008243799067,-0.011643919648558333,-0.01930214477469738,0.008516438614249005,-0.017224500522434776,0.014093042903146565,0.011973472804862375,0.020905621017922312,-0.002100604793100748,-0.015610822607157088,0.014750278522230167,0.009897174852208113,0.016556558510999016,0.01684540371379014,-0.001019191832239316,-0.00458678709021442,0.038310836104563234,0.040378238679290746,0.03016751191818158,-0.01806654531908279,0.030167511918181563,-0.3266473260424907,-0.22645891146283878,0.044259338859381124,0.03731629986178123,0.053438810176435377,0.026528359339146476,0.030167511918181584,0.03738153409473856,0.02642820934368884,0.4389743649696213,-0.2467721748618805,0.22868485395295746,0.05185105241555791,0.0981965679073233,0.035461578601591257,-0.09252026434549587,-0.1449660633160157,0.13255241791033093
length_of_service,0.9094303331526306,1.0,0.2710848926364006,0.011723507134820727,0.23702209936956986,0.6950137542548017,0.03472368602291329,-0.8979738030896256,0.036171191822328974,0.02580817829401286,-0.004534964203748687,-0.013781429279259485,-0.003053808020370111,-0.0038467143230700353,0.006637873574718657,-0.006569095369622971,-0.011933966631255576,0.009190792837956218,0.007723643250101667,-0.026812939646678267,-0.00999585351716297,-0.026830695788702157,-0.020711537627589573,-0.020683477430443655,0.011516743505428289,0.010339117802673974,-0.0005399670918894758,-0.012543531654716323,-0.02893895540993601,-0.013548240142804865,-0.003412049631051369,0.025603588385423284,-0.014082962594537762,0.020693387867993816,-0.01170527720099796,-0.017003773953529235,0.0007136263270523741,-0.014591985033473559,0.013649258070399226,0.01193764638696411,0.021082242638078744,-0.0010597171933616905,-0.013194668756750664,0.01815342231941352,0.01595434997841186,0.01306407315164448,0.01117620130615101,-0.0037147805224277426,5.329452717261118e-05,0.04019472254110569,0.041717272761004884,0.02977898704727821,-0.013340383613282799,0.029634126263010464,-0.2819284365908188,-0.21063813185899036,0.04375333298547079,0.07858804948748632,0.05264199450713314,0.024803066479409063,0.03006870861581341,0.03508249655753367,0.026954174253723134,0.41503611240287025,-0.21821168050696194,0.1590295801241873,0.061728461890264194,0.11107754796225268,0.036535313851062665,-0.04676512047661958,-0.16647990140876692,0.02580817829401286
job_title,0.3130925652808259,0.2710848926364006,1.0,0.009301392233626317,-0.0628446408708463,0.30346463100589144,0.02046242880275465,-0.3013968672968058,0.01708077716299425,0.0299650616862286,-0.0036745640264799827,-0.016398996037042687,-0.008598246117059408,-0.06517700258996854,0.010420423236810058,-0.021223708568743418,0.029962220873302258,-0.013297108044959911,-0.012160858647170352,-0.001368597645465751,0.002467726237234725,0.010691282255700865,-0.02009771797146761,-0.019390930135059194,0.0026200634800298086,0.012861053478938135,0.019246609328117333,0.020530155623122374,0.009819909358659836,0.006483540118201558,0.009807263225857527,-0.025091412094557782,-0.023206540204079713,0.00239498393398353,-0.030953195247607014,-0.012819106957221715,-0.01110589840227814,0.017228681597570725,0.014555740008328325,0.0052282190211710745,0.007031619110910499,0.004056008086466767,-0.017438614956456187,-0.011077231095450127,-0.010330342755215507,0.031201684583621783,0.004719221502766131,-0.03800226293922621,0.00180758698006747,-0.03344625050521755,-0.03484872340984551,-0.02727358926891549,-0.6056478103155918,-0.017934348958166448,-0.402409092347564,-0.29229313545837016,-0.029845545856671492,0.019962432756193572,0.014525852066449033,0.026965232534901917,0.010083371974081044,0.014673091806638144,-0.015747905098463136,0.39778560323106743,0.4366769458929409,0.45118381535666385,0.03747842227725676,0.09426831906376822,0.030592339884606662,-0.03223565362742076,0.009523100984231803,0.0299650616862286
store_name,-0.004068162993032769,0.011723507134820727,0.009301392233626317,1.0,0.008655860488208317,-0.01738153343390099,-0.006218313421881398,-0.007784017326635223,-0.00211244017009441,-0.02196026833557451,-0.19257973746939364,-0.09068675913500909,-0.023212146458074862,-0.3438784886400418,-0.2444973584055185,-0.04421916782023406,-0.27575032710214514,-0.06910307936058556,-0.02437498575536181,-0.09743341398720079,-0.1273930089593855,-0.07311344796554325,-0.05968290257114471,-0.18936892629602067,-0.19302075153376858,-0.1035901753233158,-0.2001960368527582,-0.049217164120628265,-0.03872168973326585,-0.12253390813402597,-0.045077835745999335,-0.011513598025967929,-0.008272350578462744,-0.017910747579534324,-0.019915787116147672,-0.001154115350948638,0.006228717527391999,0.021465340988537612,0.02568700594648699,0.04934239399909841,0.05541145913227927,0.05813731724478468,0.01354366265736297,0.5745108253440743,0.08739438023469946,0.43630239964620166,0.0885425678137827,0.0592020460940052,0.10543548750958973,0.01491960639967622,0.015979827745983898,0.012533713690036473,-0.040814354293091076,0.012533713690036486,0.10364556380927102,-0.08902291669377077,0.016974149114172273,0.025603947912291165,0.020475721926805676,0.011441201802324845,0.01253371369003649,0.014919606399676174,0.01054794809268081,0.028273092618957635,0.009718525091979529,-0.020409364063383097,0.021719534770791898,-0.013242105309099108,0.014013965059886438,-0.0029016621908794058,-0.062232989806291744,-0.02196026833557451
STATUS_YEAR,-0.03973804433532506,0.23702209936956986,-0.0628446408708463,0.008655860488208317,1.0,-0.2781229744756243,-0.005224859351948556,0.2143423617936066,-0.006577630997544566,0.00437425294063587,0.0046194306561217246,0.0009581539594992471,-0.0028987252428794874,0.01054993214035993,-0.00022974596576968618,-0.009466182524392151,0.006139509549314569,-0.007789826697689198,-0.004099788195861126,-0.012191174197115658,-0.0008554235873101347,-0.008394675970553414,-0.007670666456818417,0.0004757520628113153,-0.0031478595717962625,-0.003338571650842061,0.0017549142925727586,7.128141784986213e-05,-0.00938565297018724,0.006529821659400217,0.0035564149146477386,-0.0038796021916408887,0.0031521547285885544,-0.00624092363613504,0.0031452521716665944,0.008082605527960557,-0.007348587384872538,0.005502262361227801,-0.001667062213121932,-0.0021371101088203982,-0.0025651203639647504,0.0014308116140067868,0.007608241621053485,-0.0017772465155038181,-0.0009095375160710391,-0.00360278201959902,-0.0002904086824453925,-0.0001573917660609508,0.0019178986372441996,-0.00563552831323204,-0.008562387192241392,-0.012784402103960599,-0.025268896170556172,-0.01278440210397449,0.1351045627449242,0.0052025569508784295,-0.011168849263429587,-0.0017777958119632369,-0.01306039068214888,-0.02195779240235048,-0.012784402103955846,-0.016458101918415256,-0.011635642394920242,-0.062120989493997664,0.05345454324307243,-0.07002571846315137,-0.010994022286870839,-0.021424190110204865,-0.013934227513333768,0.01972838502299522,0.03741273665256122,0.00437425294063587
hire_age,0.9310082348542976,0.6950137542548017,0.30346463100589144,-0.01738153343390099,-0.2781229744756243,1.0,-0.050867526714108456,-0.8268354339816645,-0.05092164517592614,0.1999918772529422,-0.00293709925252182,-0.01811496283012266,-0.0011914440280779328,-0.004448307236361435,0.009237473935981936,0.003327868053775628,-0.015530248715813095,0.005437257321791745,0.0036381330875573095,-0.012163921956587375,0.0001478283681007605,-0.021912918160290295,-0.0009887254296765942,-0.010370394332661136,0.006022431959280454,0.015026904586988741,-0.013094391465945267,-0.011758214382256998,-0.004569592945711216,-0.016469013076565488,-0.006132622017697532,0.024043807730650325,0.001655271746220637,0.01755947581285367,-0.009846524470335497,-0.018533030163321983,0.01407924590321604,-0.01699902370936493,0.012467540654280308,0.010171319890655537,0.017536270273833088,-0.002761127709496701,-0.015414027448013578,0.009480498185367276,0.003072636342687915,0.017071161894924268,0.019524111912895572,0.0014788444949948095,-0.007893125169669914,0.030611407814496585,0.03278672445060889,0.025716135594848425,-0.019156658392698478,0.025716135594848425,-0.31767638538653564,-0.20686638256634043,0.03813787818724987,-0.004602994024968948,0.0463262390262426,0.02347456661232797,0.02571613559484848,0.03383961782056055,0.021641827004109156,0.3950861300894517,-0.23543685414714363,0.2561368042528331,0.03494656685428653,0.07188233589918701,0.028753251798626155,-0.11895818100408376,-0.10368678514568795,0.1999918772529422
hire_quarter,-0.010896356015075133,0.03472368602291329,0.02046242880275465,-0.006218313421881398,-0.005224859351948556,-0.050867526714108456,1.0,-0.0387144822657578,0.9717368233473895,-0.006507106420895923,0.0012484616041877085,0.016829447080941858,-0.006547215935170597,-0.0013972478847730358,0.00021674306930308693,0.0021478934180021187,0.0008102237554954923,0.00618998349288336,0.024660089678006106,-0.005543672601970101,0.013225100671029211,-0.008046262796352087,0.000780593366699121,-0.00551091295351167,-0.003360675603032335,0.005518040642748029,-0.0007524475618633726,-0.009476197284143832,-0.005954062863193199,0.003998690910644843,0.013623208517739939,-0.002723055053907574,-0.014895691930780343,0.00386237102582699,-0.015350299491423506,-0.011069520840229625,0.0070094998684717465,-0.0014006644454989162,-0.00653868998146989,0.009383119798922845,0.007683120588318176,0.028250275912168474,-0.008677598916016514,0.011665235952665123,-0.019691382626297695,-0.01331893399067027,0.008659183048511042,-0.03245335223142887,-0.014552080653309343,-0.014100065234592006,-0.021316250126737633,-0.004164855368350981,-0.007036147111025098,-0.02048565307684006,-0.012206264958824788,0.007301536001608432,-0.030154523579556777,0.01816418894263163,-0.040465326458911516,0.025994540614701658,-0.004164855368351006,-0.03055637860170401,0.02396505802749172,-0.009997997769752697,0.020861821327391443,0.0027552840876519033,0.04463334150278659,0.016563821269929762,0.028920158447155717,0.011921970703499558,0.00754742027694562,-0.006507106420895923
hire_year,-0.9336388344841904,-0.8979738030896256,-0.3013968672968058,-0.007784017326635223,0.2143423617936066,-0.8268354339816645,-0.0387144822657578,1.0,-0.04078518412587073,-0.034725700539847984,0.00668268369927189,0.014313416054752321,0.001783723569988135,0.008772462291253922,-0.006839708502235643,0.0022686551142531127,0.014874829286877276,-0.01266049561250052,-0.009578577344238197,0.02146543079468893,0.009496318790963193,0.023250492898529637,0.017353504370519718,0.0209435523563862,-0.012865742555163978,-0.012025132485381344,0.0013852357907830734,0.012627678676230693,0.024703368030878504,0.016659971278225383,0.005169239537610214,-0.027502026345000607,0.015451592090118005,-0.02366183386873687,0.013174054481540246,0.020717017400334027,-0.004218738307161911,0.017240697705621068,-0.0144542652318622,-0.013006447323020169,-0.022558341631721598,0.001688261260299473,0.01674991173491065,-0.019049468593272504,-0.016450630230713244,-0.01490517509509962,-0.011266357034522891,0.0036499279022211527,0.0008522711205182197,-0.04337767156865119,-0.04630902995286295,-0.036098354382702806,0.0025438628577320647,-0.036098354382700495,0.34441954543434156,0.21437307308287204,-0.04906646950969367,-0.0796891913380793,-0.05882350858370007,-0.035609356911920256,-0.03609835438270305,-0.04276611177372718,-0.032829212770669795,-0.4455472392162999,0.2438468911743245,-0.19193178288501928,-0.0675994252157019,-0.12181445685695325,-0.04361677140134742,0.05630022482940128,0.1852418093846811,-0.034725700539847984
hire_month,-0.010186241382338179,0.036171191822328974,0.01708077716299425,-0.00211244017009441,-0.006577630997544566,-0.05092164517592614,0.9717368233473895,-0.04078518412587073,1.0,-0.005802599626373614,0.005994930043470066,0.020396426137196104,-0.010305199424634577,-0.0017530112130522348,-0.0004470328311300605,0.0016067838400848687,0.007024421063626688,0.004500509773620531,0.029452402999057777,-0.011150141136418663,0.010389127321849077,-0.00702494305330424,0.005297021957608272,-0.00776973988956171,-0.0031418613427997297,0.003044825977247093,-0.0029081479981330404,-0.008150263857752211,-0.006093115095079623,0.003812923286756633,0.011224219709428685,-0.0043692857167851075,-0.017352621611594017,0.004951839833774914,-0.015302751546634394,-0.010710648464139622,0.006069592232498892,-0.0044763084697530585,-0.008823693199899363,0.011129124514881667,0.00613916955887388,0.02777608978388927,-0.0083162079130538,0.013283856789267221,-0.021978988523621748,-0.009482636502576509,0.01194155328528088,-0.027521520296765963,-0.011718448248918057,-0.012469785794950058,-0.016472282924533715,-0.01047566006388607,-0.0064936710005400414,-0.015771662608829586,-0.01113557040290772,0.00987096403720605,-0.02592340603507392,0.022740580446215325,-0.041609053803800776,0.02408468857225225,-0.001207655610234873,-0.03560968429298017,0.017925656084260687,-0.01001620977691949,0.018773250472457297,-0.0010466292278299364,0.040123236173745344,0.025066009160063865,0.029026853323878908,0.010745192992030873,0.008106728527144873,-0.005802599626373614
is_terminated,0.13255241791033093,0.02580817829401286,0.0299650616862286,-0.02196026833557451,0.00437425294063587,0.1999918772529422,-0.006507106420895923,-0.034725700539847984,-0.005802599626373614,1.0,-0.005287011549580908,0.0028945639764002273,0.0064189776090044295,-0.01646771865276122,-0.0022650345263850085,0.0189483497285237,-0.012947077572356767,0.03284798814532207,0.009078628164362307,0.05504722676879549,0.010030199591548111,0.04459735967453187,0.03630743579752455,-0.00037907276068558445,-0.008715480105182234,4.720507500205734e-05,-0.014950818749899815,-0.0036826878786190235,0.06033508464935909,-0.012515678753750549,-0.0076887790606990376,0.01653353798513977,0.025473201225942564,-0.0014748394858821899,-0.003716541143259368,0.03378243592454277,0.009983004373500349,-0.009925589802784235,-0.001970017617080462,-0.0018000876483172043,0.0032535277922249683,-0.0014555408557647466,0.016870288752773865,-0.011112199610586732,-0.004309453469997652,0.0019459095681955152,0.003926168387407356,0.036647239993909085,-0.009022187666250077,0.013483839402123885,0.016179903331777854,0.01765619343874245,-0.043768694383582836,0.017656193438742453,0.01652839940385993,-0.020677394826148058,0.018613134818204466,-0.007887673832480173,0.02335158225390557,0.02593807981614108,0.01765619343874245,0.022523861516781513,0.01592404757614106,0.020399870313868303,-0.03168551085609156,0.030846551470473913,0.018167141415925483,0.03674308388109143,0.01974141775217226,-0.03324502002602015,-0.05643746102556676,1.0
